date,dept_id,weekday,month,year,snap_CA,is_event,event_count,is_cultural_event,is_national_event,is_religious_event,is_sport_event,sales_qty,sell_price
2012-12-22,FOODS_2,Saturday,12,2012,0,0,0,0,0,0,0,572,4.038384879725086
2012-12-23,FOODS_2,Sunday,12,2012,0,0,0,0,0,0,0,590,4.038384879725086
2012-12-24,FOODS_2,Monday,12,2012,0,0,0,0,0,0,0,451,4.038384879725086
2012-12-25,FOODS_2,Tuesday,12,2012,0,1,1,0,1,0,0,0,4.038384879725086
2012-12-26,FOODS_2,Wednesday,12,2012,0,0,0,0,0,0,0,494,4.038384879725086
2012-12-27,FOODS_2,Thursday,12,2012,0,0,0,0,0,0,0,502,4.038384879725086
2012-12-28,FOODS_2,Friday,12,2012,0,0,0,0,0,0,0,532,4.038384879725086
2012-12-29,FOODS_2,Saturday,12,2012,0,0,0,0,0,0,0,612,3.9742268041237114
2012-12-30,FOODS_2,Sunday,12,2012,0,0,0,0,0,0,0,555,3.9742268041237114
2012-12-31,FOODS_2,Monday,12,2012,0,0,0,0,0,0,0,483,3.9742268041237114
2013-01-01,FOODS_2,Tuesday,1,2013,1,1,1,0,1,0,0,486,3.9742268041237114
2013-01-02,FOODS_2,Wednesday,1,2013,1,0,0,0,0,0,0,849,3.9742268041237114
2013-01-03,FOODS_2,Thursday,1,2013,1,0,0,0,0,0,0,836,3.9742268041237114
2013-01-04,FOODS_2,Friday,1,2013,1,0,0,0,0,0,0,751,3.9742268041237114
2013-01-05,FOODS_2,Saturday,1,2013,1,0,0,0,0,0,0,812,4.004810996563574
2013-01-06,FOODS_2,Sunday,1,2013,1,0,0,0,0,0,0,1014,4.004810996563574
2013-01-07,FOODS_2,Monday,1,2013,1,1,1,0,0,1,0,834,4.004810996563574
2013-01-08,FOODS_2,Tuesday,1,2013,1,0,0,0,0,0,0,878,4.004810996563574
2013-01-09,FOODS_2,Wednesday,1,2013,1,0,0,0,0,0,0,639,4.004810996563574
2013-01-10,FOODS_2,Thursday,1,2013,1,0,0,0,0,0,0,725,4.004810996563574
2013-01-11,FOODS_2,Friday,1,2013,0,0,0,0,0,0,0,686,4.004810996563574
2013-01-12,FOODS_2,Saturday,1,2013,0,0,0,0,0,0,0,899,4.0097594501718214
2013-01-13,FOODS_2,Sunday,1,2013,0,0,0,0,0,0,0,925,4.0097594501718214
2013-01-14,FOODS_2,Monday,1,2013,0,0,0,0,0,0,0,701,4.0097594501718214
2013-01-15,FOODS_2,Tuesday,1,2013,0,0,0,0,0,0,0,607,4.0097594501718214
2013-01-16,FOODS_2,Wednesday,1,2013,0,0,0,0,0,0,0,599,4.0097594501718214
2013-01-17,FOODS_2,Thursday,1,2013,0,0,0,0,0,0,0,590,4.0097594501718214
2013-01-18,FOODS_2,Friday,1,2013,0,0,0,0,0,0,0,620,4.0097594501718214
2013-01-19,FOODS_2,Saturday,1,2013,0,0,0,0,0,0,0,843,4.028595890410959
2013-01-20,FOODS_2,Sunday,1,2013,0,0,0,0,0,0,0,702,4.028595890410959
2013-01-21,FOODS_2,Monday,1,2013,0,1,1,0,1,0,0,643,4.028595890410959
2013-01-22,FOODS_2,Tuesday,1,2013,0,0,0,0,0,0,0,628,4.028595890410959
2013-01-23,FOODS_2,Wednesday,1,2013,0,0,0,0,0,0,0,540,4.028595890410959
2013-01-24,FOODS_2,Thursday,1,2013,0,0,0,0,0,0,0,469,4.028595890410959
2013-01-25,FOODS_2,Friday,1,2013,0,0,0,0,0,0,0,630,4.028595890410959
2013-01-26,FOODS_2,Saturday,1,2013,0,0,0,0,0,0,0,805,4.050542372881356
2013-01-27,FOODS_2,Sunday,1,2013,0,0,0,0,0,0,0,762,4.050542372881356
2013-01-28,FOODS_2,Monday,1,2013,0,0,0,0,0,0,0,518,4.050542372881356
2013-01-29,FOODS_2,Tuesday,1,2013,0,0,0,0,0,0,0,562,4.050542372881356
2013-01-30,FOODS_2,Wednesday,1,2013,0,0,0,0,0,0,0,481,4.050542372881356
2013-01-31,FOODS_2,Thursday,1,2013,0,0,0,0,0,0,0,480,4.050542372881356
2013-02-01,FOODS_2,Friday,2,2013,1,0,0,0,0,0,0,654,4.050542372881356
2013-02-02,FOODS_2,Saturday,2,2013,1,0,0,0,0,0,0,964,4.075966666666667
2013-02-03,FOODS_2,Sunday,2,2013,1,1,1,0,0,0,1,518,4.075966666666667
2013-02-04,FOODS_2,Monday,2,2013,1,0,0,0,0,0,0,554,4.075966666666667
2013-02-05,FOODS_2,Tuesday,2,2013,1,0,0,0,0,0,0,598,4.075966666666667
2013-02-06,FOODS_2,Wednesday,2,2013,1,0,0,0,0,0,0,600,4.075966666666667
2013-02-07,FOODS_2,Thursday,2,2013,1,0,0,0,0,0,0,579,4.075966666666667
2013-02-08,FOODS_2,Friday,2,2013,1,0,0,0,0,0,0,674,4.075966666666667
2013-02-09,FOODS_2,Saturday,2,2013,1,0,0,0,0,0,0,706,4.071233333333334
2013-02-10,FOODS_2,Sunday,2,2013,1,0,0,0,0,0,0,692,4.071233333333334
2013-02-11,FOODS_2,Monday,2,2013,0,0,0,0,0,0,0,719,4.071233333333334
2013-02-12,FOODS_2,Tuesday,2,2013,0,0,0,0,0,0,0,670,4.071233333333334
2013-02-13,FOODS_2,Wednesday,2,2013,0,1,1,0,0,1,0,610,4.071233333333334
2013-02-14,FOODS_2,Thursday,2,2013,0,1,1,1,0,0,0,436,4.071233333333334
2013-02-15,FOODS_2,Friday,2,2013,0,0,0,0,0,0,0,652,4.071233333333334
2013-02-16,FOODS_2,Saturday,2,2013,0,0,0,0,0,0,0,667,4.0623000000000005
2013-02-17,FOODS_2,Sunday,2,2013,0,0,0,0,0,0,0,723,4.0623000000000005
2013-02-18,FOODS_2,Monday,2,2013,0,1,1,0,1,0,0,697,4.0623000000000005
2013-02-19,FOODS_2,Tuesday,2,2013,0,0,0,0,0,0,0,652,4.0623000000000005
2013-02-20,FOODS_2,Wednesday,2,2013,0,1,1,0,0,1,0,547,4.0623000000000005
2013-02-21,FOODS_2,Thursday,2,2013,0,0,0,0,0,0,0,512,4.0623000000000005
2013-02-22,FOODS_2,Friday,2,2013,0,0,0,0,0,0,0,540,4.0623000000000005
2013-02-23,FOODS_2,Saturday,2,2013,0,0,0,0,0,0,0,683,4.0614333333333335
2013-02-24,FOODS_2,Sunday,2,2013,0,1,1,0,0,1,0,881,4.0614333333333335
2013-02-25,FOODS_2,Monday,2,2013,0,0,0,0,0,0,0,628,4.0614333333333335
2013-02-26,FOODS_2,Tuesday,2,2013,0,0,0,0,0,0,0,484,4.0614333333333335
2013-02-27,FOODS_2,Wednesday,2,2013,0,0,0,0,0,0,0,467,4.0614333333333335
2013-02-28,FOODS_2,Thursday,2,2013,0,0,0,0,0,0,0,486,4.0614333333333335
2013-03-01,FOODS_2,Friday,3,2013,1,0,0,0,0,0,0,792,4.0614333333333335
2013-03-02,FOODS_2,Saturday,3,2013,1,0,0,0,0,0,0,894,4.063533333333333
2013-03-03,FOODS_2,Sunday,3,2013,1,0,0,0,0,0,0,951,4.063533333333333
2013-03-04,FOODS_2,Monday,3,2013,1,0,0,0,0,0,0,684,4.063533333333333
2013-03-05,FOODS_2,Tuesday,3,2013,1,0,0,0,0,0,0,704,4.063533333333333
2013-03-06,FOODS_2,Wednesday,3,2013,1,0,0,0,0,0,0,626,4.063533333333333
2013-03-07,FOODS_2,Thursday,3,2013,1,0,0,0,0,0,0,637,4.063533333333333
2013-03-08,FOODS_2,Friday,3,2013,1,0,0,0,0,0,0,627,4.063533333333333
2013-03-09,FOODS_2,Saturday,3,2013,1,0,0,0,0,0,0,633,4.078245033112583
2013-03-10,FOODS_2,Sunday,3,2013,1,0,0,0,0,0,0,887,4.078245033112583
2013-03-11,FOODS_2,Monday,3,2013,0,0,0,0,0,0,0,747,4.078245033112583
2013-03-12,FOODS_2,Tuesday,3,2013,0,0,0,0,0,0,0,622,4.078245033112583
2013-03-13,FOODS_2,Wednesday,3,2013,0,0,0,0,0,0,0,552,4.078245033112583
2013-03-14,FOODS_2,Thursday,3,2013,0,0,0,0,0,0,0,642,4.078245033112583
2013-03-15,FOODS_2,Friday,3,2013,0,0,0,0,0,0,0,583,4.078245033112583
2013-03-16,FOODS_2,Saturday,3,2013,0,0,0,0,0,0,0,636,4.067722772277228
2013-03-17,FOODS_2,Sunday,3,2013,0,1,1,1,0,0,0,787,4.067722772277228
2013-03-18,FOODS_2,Monday,3,2013,0,0,0,0,0,0,0,672,4.067722772277228
2013-03-19,FOODS_2,Tuesday,3,2013,0,0,0,0,0,0,0,557,4.067722772277228
2013-03-20,FOODS_2,Wednesday,3,2013,0,0,0,0,0,0,0,471,4.067722772277228
2013-03-21,FOODS_2,Thursday,3,2013,0,0,0,0,0,0,0,497,4.067722772277228
2013-03-22,FOODS_2,Friday,3,2013,0,0,0,0,0,0,0,465,4.067722772277228
2013-03-23,FOODS_2,Saturday,3,2013,0,0,0,0,0,0,0,577,4.067689768976898
2013-03-24,FOODS_2,Sunday,3,2013,0,0,0,0,0,0,0,696,4.067689768976898
2013-03-25,FOODS_2,Monday,3,2013,0,0,0,0,0,0,0,490,4.067689768976898
2013-03-26,FOODS_2,Tuesday,3,2013,0,0,0,0,0,0,0,431,4.067689768976898
2013-03-27,FOODS_2,Wednesday,3,2013,0,0,0,0,0,0,0,491,4.067689768976898
2013-03-28,FOODS_2,Thursday,3,2013,0,0,0,0,0,0,0,418,4.067689768976898
2013-03-29,FOODS_2,Friday,3,2013,0,0,0,0,0,0,0,466,4.067689768976898
2013-03-30,FOODS_2,Saturday,3,2013,0,0,0,0,0,0,0,643,4.062904290429043
2013-03-31,FOODS_2,Sunday,3,2013,0,1,1,1,0,0,0,248,4.062904290429043
2013-04-01,FOODS_2,Monday,4,2013,1,0,0,0,0,0,0,584,4.062904290429043
2013-04-02,FOODS_2,Tuesday,4,2013,1,1,1,0,0,1,0,613,4.062904290429043
2013-04-03,FOODS_2,Wednesday,4,2013,1,0,0,0,0,0,0,575,4.062904290429043
2013-04-04,FOODS_2,Thursday,4,2013,1,0,0,0,0,0,0,627,4.062904290429043
2013-04-05,FOODS_2,Friday,4,2013,1,0,0,0,0,0,0,629,4.062904290429043
2013-04-06,FOODS_2,Saturday,4,2013,1,0,0,0,0,0,0,607,4.050427631578947
2013-04-07,FOODS_2,Sunday,4,2013,1,0,0,0,0,0,0,852,4.050427631578947
2013-04-08,FOODS_2,Monday,4,2013,1,0,0,0,0,0,0,707,4.050427631578947
2013-04-09,FOODS_2,Tuesday,4,2013,1,0,0,0,0,0,0,604,4.050427631578947
2013-04-10,FOODS_2,Wednesday,4,2013,1,0,0,0,0,0,0,579,4.050427631578947
2013-04-11,FOODS_2,Thursday,4,2013,0,0,0,0,0,0,0,546,4.050427631578947
2013-04-12,FOODS_2,Friday,4,2013,0,0,0,0,0,0,0,565,4.050427631578947
2013-04-13,FOODS_2,Saturday,4,2013,0,0,0,0,0,0,0,589,4.032777777777778
2013-04-14,FOODS_2,Sunday,4,2013,0,0,0,0,0,0,0,728,4.032777777777778
2013-04-15,FOODS_2,Monday,4,2013,0,0,0,0,0,0,0,574,4.032777777777778
2013-04-16,FOODS_2,Tuesday,4,2013,0,0,0,0,0,0,0,563,4.032777777777778
2013-04-17,FOODS_2,Wednesday,4,2013,0,0,0,0,0,0,0,503,4.032777777777778
2013-04-18,FOODS_2,Thursday,4,2013,0,0,0,0,0,0,0,454,4.032777777777778
2013-04-19,FOODS_2,Friday,4,2013,0,0,0,0,0,0,0,525,4.032777777777778
2013-04-20,FOODS_2,Saturday,4,2013,0,0,0,0,0,0,0,589,4.071209150326797
2013-04-21,FOODS_2,Sunday,4,2013,0,0,0,0,0,0,0,567,4.071209150326797
2013-04-22,FOODS_2,Monday,4,2013,0,0,0,0,0,0,0,505,4.071209150326797
2013-04-23,FOODS_2,Tuesday,4,2013,0,0,0,0,0,0,0,449,4.071209150326797
2013-04-24,FOODS_2,Wednesday,4,2013,0,0,0,0,0,0,0,437,4.071209150326797
2013-04-25,FOODS_2,Thursday,4,2013,0,0,0,0,0,0,0,404,4.071209150326797
2013-04-26,FOODS_2,Friday,4,2013,0,0,0,0,0,0,0,369,4.071209150326797
2013-04-27,FOODS_2,Saturday,4,2013,0,0,0,0,0,0,0,519,4.10797385620915
2013-04-28,FOODS_2,Sunday,4,2013,0,0,0,0,0,0,0,679,4.10797385620915
2013-04-29,FOODS_2,Monday,4,2013,0,0,0,0,0,0,0,443,4.10797385620915
2013-04-30,FOODS_2,Tuesday,4,2013,0,0,0,0,0,0,0,516,4.10797385620915
2013-05-01,FOODS_2,Wednesday,5,2013,1,0,0,0,0,0,0,499,4.10797385620915
2013-05-02,FOODS_2,Thursday,5,2013,1,0,0,0,0,0,0,575,4.10797385620915
2013-05-03,FOODS_2,Friday,5,2013,1,0,0,0,0,0,0,636,4.10797385620915
2013-05-04,FOODS_2,Saturday,5,2013,1,0,0,0,0,0,0,584,4.104560260586319
2013-05-05,FOODS_2,Sunday,5,2013,1,1,2,1,0,1,0,830,4.104560260586319
2013-05-06,FOODS_2,Monday,5,2013,1,0,0,0,0,0,0,788,4.104560260586319
2013-05-07,FOODS_2,Tuesday,5,2013,1,0,0,0,0,0,0,690,4.104560260586319
2013-05-08,FOODS_2,Wednesday,5,2013,1,0,0,0,0,0,0,628,4.104560260586319
2013-05-09,FOODS_2,Thursday,5,2013,1,0,0,0,0,0,0,716,4.104560260586319
2013-05-10,FOODS_2,Friday,5,2013,1,0,0,0,0,0,0,621,4.104560260586319
2013-05-11,FOODS_2,Saturday,5,2013,0,0,0,0,0,0,0,675,4.103615635179153
2013-05-12,FOODS_2,Sunday,5,2013,0,1,1,1,0,0,0,570,4.103615635179153
2013-05-13,FOODS_2,Monday,5,2013,0,0,0,0,0,0,0,596,4.103615635179153
2013-05-14,FOODS_2,Tuesday,5,2013,0,0,0,0,0,0,0,592,4.103615635179153
2013-05-15,FOODS_2,Wednesday,5,2013,0,0,0,0,0,0,0,601,4.103615635179153
2013-05-16,FOODS_2,Thursday,5,2013,0,0,0,0,0,0,0,476,4.103615635179153
2013-05-17,FOODS_2,Friday,5,2013,0,0,0,0,0,0,0,506,4.103615635179153
2013-05-18,FOODS_2,Saturday,5,2013,0,0,0,0,0,0,0,627,4.087870967741935
2013-05-19,FOODS_2,Sunday,5,2013,0,0,0,0,0,0,0,789,4.087870967741935
2013-05-20,FOODS_2,Monday,5,2013,0,0,0,0,0,0,0,577,4.087870967741935
2013-05-21,FOODS_2,Tuesday,5,2013,0,0,0,0,0,0,0,537,4.087870967741935
2013-05-22,FOODS_2,Wednesday,5,2013,0,0,0,0,0,0,0,547,4.087870967741935
2013-05-23,FOODS_2,Thursday,5,2013,0,0,0,0,0,0,0,488,4.087870967741935
2013-05-24,FOODS_2,Friday,5,2013,0,0,0,0,0,0,0,526,4.087870967741935
2013-05-25,FOODS_2,Saturday,5,2013,0,0,0,0,0,0,0,599,4.088645161290323
2013-05-26,FOODS_2,Sunday,5,2013,0,0,0,0,0,0,0,501,4.088645161290323
2013-05-27,FOODS_2,Monday,5,2013,0,1,1,0,1,0,0,691,4.088645161290323
2013-05-28,FOODS_2,Tuesday,5,2013,0,0,0,0,0,0,0,502,4.088645161290323
2013-05-29,FOODS_2,Wednesday,5,2013,0,0,0,0,0,0,0,373,4.088645161290323
2013-05-30,FOODS_2,Thursday,5,2013,0,0,0,0,0,0,0,419,4.088645161290323
2013-05-31,FOODS_2,Friday,5,2013,0,0,0,0,0,0,0,489,4.088645161290323
2013-06-01,FOODS_2,Saturday,6,2013,1,0,0,0,0,0,0,564,4.0970645161290316
2013-06-02,FOODS_2,Sunday,6,2013,1,0,0,0,0,0,0,786,4.0970645161290316
2013-06-03,FOODS_2,Monday,6,2013,1,0,0,0,0,0,0,679,4.0970645161290316
2013-06-04,FOODS_2,Tuesday,6,2013,1,0,0,0,0,0,0,635,4.0970645161290316
2013-06-05,FOODS_2,Wednesday,6,2013,1,0,0,0,0,0,0,703,4.0970645161290316
2013-06-06,FOODS_2,Thursday,6,2013,1,1,1,0,0,0,1,604,4.0970645161290316
2013-06-07,FOODS_2,Friday,6,2013,1,0,0,0,0,0,0,594,4.0970645161290316
2013-06-08,FOODS_2,Saturday,6,2013,1,0,0,0,0,0,0,736,4.095859872611465
2013-06-09,FOODS_2,Sunday,6,2013,1,0,0,0,0,0,0,985,4.095859872611465
2013-06-10,FOODS_2,Monday,6,2013,1,0,0,0,0,0,0,880,4.095859872611465
2013-06-11,FOODS_2,Tuesday,6,2013,0,0,0,0,0,0,0,618,4.095859872611465
2013-06-12,FOODS_2,Wednesday,6,2013,0,0,0,0,0,0,0,495,4.095859872611465
2013-06-13,FOODS_2,Thursday,6,2013,0,0,0,0,0,0,0,530,4.095859872611465
2013-06-14,FOODS_2,Friday,6,2013,0,0,0,0,0,0,0,526,4.095859872611465
2013-06-15,FOODS_2,Saturday,6,2013,0,0,0,0,0,0,0,620,4.087324840764332
2013-06-16,FOODS_2,Sunday,6,2013,0,1,1,1,0,0,0,583,4.087324840764332
2013-06-17,FOODS_2,Monday,6,2013,0,0,0,0,0,0,0,645,4.087324840764332
2013-06-18,FOODS_2,Tuesday,6,2013,0,0,0,0,0,0,0,514,4.087324840764332
2013-06-19,FOODS_2,Wednesday,6,2013,0,0,0,0,0,0,0,478,4.087324840764332
2013-06-20,FOODS_2,Thursday,6,2013,0,1,1,0,0,0,1,482,4.087324840764332
2013-06-21,FOODS_2,Friday,6,2013,0,0,0,0,0,0,0,497,4.087324840764332
2013-06-22,FOODS_2,Saturday,6,2013,0,0,0,0,0,0,0,570,4.084412698412698
2013-06-23,FOODS_2,Sunday,6,2013,0,0,0,0,0,0,0,656,4.084412698412698
2013-06-24,FOODS_2,Monday,6,2013,0,0,0,0,0,0,0,574,4.084412698412698
2013-06-25,FOODS_2,Tuesday,6,2013,0,0,0,0,0,0,0,495,4.084412698412698
2013-06-26,FOODS_2,Wednesday,6,2013,0,0,0,0,0,0,0,419,4.084412698412698
2013-06-27,FOODS_2,Thursday,6,2013,0,0,0,0,0,0,0,430,4.084412698412698
2013-06-28,FOODS_2,Friday,6,2013,0,0,0,0,0,0,0,524,4.084412698412698
2013-06-29,FOODS_2,Saturday,6,2013,0,0,0,0,0,0,0,494,4.081424050632911
2013-06-30,FOODS_2,Sunday,6,2013,0,0,0,0,0,0,0,620,4.081424050632911
2013-07-01,FOODS_2,Monday,7,2013,1,0,0,0,0,0,0,673,4.081424050632911
2013-07-02,FOODS_2,Tuesday,7,2013,1,0,0,0,0,0,0,591,4.081424050632911
2013-07-03,FOODS_2,Wednesday,7,2013,1,0,0,0,0,0,0,671,4.081424050632911
2013-07-04,FOODS_2,Thursday,7,2013,1,1,1,0,1,0,0,400,4.081424050632911
2013-07-05,FOODS_2,Friday,7,2013,1,0,0,0,0,0,0,655,4.081424050632911
2013-07-06,FOODS_2,Saturday,7,2013,1,0,0,0,0,0,0,643,4.0834177215189875
2013-07-07,FOODS_2,Sunday,7,2013,1,0,0,0,0,0,0,867,4.0834177215189875
2013-07-08,FOODS_2,Monday,7,2013,1,0,0,0,0,0,0,721,4.0834177215189875
2013-07-09,FOODS_2,Tuesday,7,2013,1,1,1,0,0,1,0,711,4.0834177215189875
2013-07-10,FOODS_2,Wednesday,7,2013,1,0,0,0,0,0,0,752,4.0834177215189875
2013-07-11,FOODS_2,Thursday,7,2013,0,0,0,0,0,0,0,596,4.0834177215189875
2013-07-12,FOODS_2,Friday,7,2013,0,0,0,0,0,0,0,575,4.0834177215189875
2013-07-13,FOODS_2,Saturday,7,2013,0,0,0,0,0,0,0,567,4.086075949367089
2013-07-14,FOODS_2,Sunday,7,2013,0,0,0,0,0,0,0,742,4.086075949367089
2013-07-15,FOODS_2,Monday,7,2013,0,0,0,0,0,0,0,619,4.086075949367089
2013-07-16,FOODS_2,Tuesday,7,2013,0,0,0,0,0,0,0,522,4.086075949367089
2013-07-17,FOODS_2,Wednesday,7,2013,0,0,0,0,0,0,0,552,4.086075949367089
2013-07-18,FOODS_2,Thursday,7,2013,0,0,0,0,0,0,0,529,4.086075949367089
2013-07-19,FOODS_2,Friday,7,2013,0,0,0,0,0,0,0,499,4.086075949367089
2013-07-20,FOODS_2,Saturday,7,2013,0,0,0,0,0,0,0,646,4.073438485804417
2013-07-21,FOODS_2,Sunday,7,2013,0,0,0,0,0,0,0,740,4.073438485804417
2013-07-22,FOODS_2,Monday,7,2013,0,0,0,0,0,0,0,553,4.073438485804417
2013-07-23,FOODS_2,Tuesday,7,2013,0,0,0,0,0,0,0,469,4.073438485804417
2013-07-24,FOODS_2,Wednesday,7,2013,0,0,0,0,0,0,0,464,4.073438485804417
2013-07-25,FOODS_2,Thursday,7,2013,0,0,0,0,0,0,0,437,4.073438485804417
2013-07-26,FOODS_2,Friday,7,2013,0,0,0,0,0,0,0,491,4.073438485804417
2013-07-27,FOODS_2,Saturday,7,2013,0,0,0,0,0,0,0,566,4.073855799373041
2013-07-28,FOODS_2,Sunday,7,2013,0,0,0,0,0,0,0,606,4.073855799373041
2013-07-29,FOODS_2,Monday,7,2013,0,0,0,0,0,0,0,543,4.073855799373041
2013-07-30,FOODS_2,Tuesday,7,2013,0,0,0,0,0,0,0,429,4.073855799373041
2013-07-31,FOODS_2,Wednesday,7,2013,0,0,0,0,0,0,0,512,4.073855799373041
2013-08-01,FOODS_2,Thursday,8,2013,1,0,0,0,0,0,0,661,4.073855799373041
2013-08-02,FOODS_2,Friday,8,2013,1,0,0,0,0,0,0,606,4.073855799373041
2013-08-03,FOODS_2,Saturday,8,2013,1,0,0,0,0,0,0,717,4.058625
2013-08-04,FOODS_2,Sunday,8,2013,1,0,0,0,0,0,0,862,4.058625
2013-08-05,FOODS_2,Monday,8,2013,1,0,0,0,0,0,0,778,4.058625
2013-08-06,FOODS_2,Tuesday,8,2013,1,0,0,0,0,0,0,661,4.058625
2013-08-07,FOODS_2,Wednesday,8,2013,1,0,0,0,0,0,0,687,4.058625
2013-08-08,FOODS_2,Thursday,8,2013,1,1,1,0,0,1,0,598,4.058625
2013-08-09,FOODS_2,Friday,8,2013,1,0,0,0,0,0,0,681,4.058625
2013-08-10,FOODS_2,Saturday,8,2013,1,0,0,0,0,0,0,750,4.04134375
2013-08-11,FOODS_2,Sunday,8,2013,0,0,0,0,0,0,0,713,4.04134375
2013-08-12,FOODS_2,Monday,8,2013,0,0,0,0,0,0,0,747,4.04134375
2013-08-13,FOODS_2,Tuesday,8,2013,0,0,0,0,0,0,0,589,4.04134375
2013-08-14,FOODS_2,Wednesday,8,2013,0,0,0,0,0,0,0,500,4.04134375
2013-08-15,FOODS_2,Thursday,8,2013,0,0,0,0,0,0,0,428,4.04134375
2013-08-16,FOODS_2,Friday,8,2013,0,0,0,0,0,0,0,524,4.04134375
2013-08-17,FOODS_2,Saturday,8,2013,0,0,0,0,0,0,0,662,4.043478260869565
2013-08-18,FOODS_2,Sunday,8,2013,0,0,0,0,0,0,0,587,4.043478260869565
2013-08-19,FOODS_2,Monday,8,2013,0,0,0,0,0,0,0,546,4.043478260869565
2013-08-20,FOODS_2,Tuesday,8,2013,0,0,0,0,0,0,0,467,4.043478260869565
2013-08-21,FOODS_2,Wednesday,8,2013,0,0,0,0,0,0,0,403,4.043478260869565
2013-08-22,FOODS_2,Thursday,8,2013,0,0,0,0,0,0,0,391,4.043478260869565
2013-08-23,FOODS_2,Friday,8,2013,0,0,0,0,0,0,0,457,4.043478260869565
2013-08-24,FOODS_2,Saturday,8,2013,0,0,0,0,0,0,0,492,4.018854489164086
2013-08-25,FOODS_2,Sunday,8,2013,0,0,0,0,0,0,0,643,4.018854489164086
2013-08-26,FOODS_2,Monday,8,2013,0,0,0,0,0,0,0,501,4.018854489164086
2013-08-27,FOODS_2,Tuesday,8,2013,0,0,0,0,0,0,0,415,4.018854489164086
2013-08-28,FOODS_2,Wednesday,8,2013,0,0,0,0,0,0,0,378,4.018854489164086
2013-08-29,FOODS_2,Thursday,8,2013,0,0,0,0,0,0,0,410,4.018854489164086
2013-08-30,FOODS_2,Friday,8,2013,0,0,0,0,0,0,0,455,4.018854489164086
2013-08-31,FOODS_2,Saturday,8,2013,0,0,0,0,0,0,0,469,4.004489164086688
2013-09-01,FOODS_2,Sunday,9,2013,1,0,0,0,0,0,0,524,4.004489164086688
2013-09-02,FOODS_2,Monday,9,2013,1,1,1,0,1,0,0,656,4.004489164086688
2013-09-03,FOODS_2,Tuesday,9,2013,1,0,0,0,0,0,0,532,4.004489164086688
2013-09-04,FOODS_2,Wednesday,9,2013,1,0,0,0,0,0,0,481,4.004489164086688
2013-09-05,FOODS_2,Thursday,9,2013,1,0,0,0,0,0,0,521,4.004489164086688
2013-09-06,FOODS_2,Friday,9,2013,1,0,0,0,0,0,0,563,4.004489164086688
2013-09-07,FOODS_2,Saturday,9,2013,1,0,0,0,0,0,0,652,4.0230246913580245
2013-09-08,FOODS_2,Sunday,9,2013,1,0,0,0,0,0,0,886,4.0230246913580245
2013-09-09,FOODS_2,Monday,9,2013,1,0,0,0,0,0,0,710,4.0230246913580245
2013-09-10,FOODS_2,Tuesday,9,2013,1,0,0,0,0,0,0,604,4.0230246913580245
2013-09-11,FOODS_2,Wednesday,9,2013,0,0,0,0,0,0,0,581,4.0230246913580245
2013-09-12,FOODS_2,Thursday,9,2013,0,0,0,0,0,0,0,442,4.0230246913580245
2013-09-13,FOODS_2,Friday,9,2013,0,0,0,0,0,0,0,400,4.0230246913580245
2013-09-14,FOODS_2,Saturday,9,2013,0,0,0,0,0,0,0,577,4.018858024691358
2013-09-15,FOODS_2,Sunday,9,2013,0,0,0,0,0,0,0,674,4.018858024691358
2013-09-16,FOODS_2,Monday,9,2013,0,0,0,0,0,0,0,583,4.018858024691358
2013-09-17,FOODS_2,Tuesday,9,2013,0,0,0,0,0,0,0,491,4.018858024691358
2013-09-18,FOODS_2,Wednesday,9,2013,0,0,0,0,0,0,0,452,4.018858024691358
2013-09-19,FOODS_2,Thursday,9,2013,0,0,0,0,0,0,0,441,4.018858024691358
2013-09-20,FOODS_2,Friday,9,2013,0,0,0,0,0,0,0,518,4.018858024691358
2013-09-21,FOODS_2,Saturday,9,2013,0,0,0,0,0,0,0,528,4.017530864197531
2013-09-22,FOODS_2,Sunday,9,2013,0,0,0,0,0,0,0,779,4.017530864197531
2013-09-23,FOODS_2,Monday,9,2013,0,0,0,0,0,0,0,500,4.017530864197531
2013-09-24,FOODS_2,Tuesday,9,2013,0,0,0,0,0,0,0,539,4.017530864197531
2013-09-25,FOODS_2,Wednesday,9,2013,0,0,0,0,0,0,0,454,4.017530864197531
2013-09-26,FOODS_2,Thursday,9,2013,0,0,0,0,0,0,0,516,4.017530864197531
2013-09-27,FOODS_2,Friday,9,2013,0,0,0,0,0,0,0,465,4.017530864197531
2013-09-28,FOODS_2,Saturday,9,2013,0,0,0,0,0,0,0,565,4.007006172839506
2013-09-29,FOODS_2,Sunday,9,2013,0,0,0,0,0,0,0,710,4.007006172839506
2013-09-30,FOODS_2,Monday,9,2013,0,0,0,0,0,0,0,479,4.007006172839506
2013-10-01,FOODS_2,Tuesday,10,2013,1,0,0,0,0,0,0,557,4.007006172839506
2013-10-02,FOODS_2,Wednesday,10,2013,1,0,0,0,0,0,0,545,4.007006172839506
2013-10-03,FOODS_2,Thursday,10,2013,1,0,0,0,0,0,0,594,4.007006172839506
2013-10-04,FOODS_2,Friday,10,2013,1,0,0,0,0,0,0,551,4.007006172839506
2013-10-05,FOODS_2,Saturday,10,2013,1,0,0,0,0,0,0,635,4.01716049382716
2013-10-06,FOODS_2,Sunday,10,2013,1,0,0,0,0,0,0,718,4.01716049382716
